Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,Movie,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
655,656,Judwaa,230000000,130000000,170000000,50000000,60000000,Hit,Judwaa,tt0119428,138.0,Feb,6.1,7378.0
656,657,Paheli,310000000,130000000,180000000,130000000,140000000,Below Average,Paheli,tt0451850,140.0,Jun,6.4,14491.0
657,658,Shaadi Mein Zaroor Aana,170000000,130000000,160000000,0,130000000,Below Average,Shaadi Mein Zaroor Aana,tt7469726,137.0,Nov,7.5,18042.0
658,659,Major Saab,220000000,120000000,200000000,10000000,80000000,Hit,Major Saab,tt0172761,165.0,Jun,5.3,2358.0
659,660,Major,580000000,120000000,450000000,130000000,300000000,SuperHit,Major,tt9851854,150.0,Jun,8.1,33557.0
660,661,Ujda Chaman,160000000,120000000,150000000,10000000,200000000,Flop,Ujda Chaman,tt11046300,120.0,Nov,6.9,5699.0
662,663,Phone Bhoot,170000000,120000000,150000000,20000000,250000000,0,Phone Bhoot,tt12740760,136.0,Nov,5.2,11061.0
663,664,Mujhse Dosti Karoge!,320000000,120000000,200000000,120000000,110000000,Below Average,Mujhse Dosti Karoge!,tt0272736,149.0,Aug,5.1,6699.0
664,665,China Gate,220000000,120000000,210000000,0,90000000,Above Average,China Gate,tt0210609,175.0,Nov,6.6,1933.0
665,666,Halla Bol,190000000,120000000,170000000,20000000,200000000,Flop,Halla Bol,tt0892874,142.0,Jan,6.0,2431.0
666,667,Dulhe Raja,210000000,120000000,210000000,0,50000000,SuperHit,Dulhe Raja,tt0210659,143.0,Jul,6.8,3400.0
667,668,Kyon Ki,220000000,120000000,170000000,50000000,200000000,Flop,Kyon Ki,tt0451787,160.0,Nov,5.5,5015.0
668,669,Gangster,160000000,120000000,160000000,0,50000000,Above Average,Gangster,tt0495032,123.0,Apr,7.2,6816.0
669,670,Coolie No. 1,210000000,120000000,200000000,0,30000000,SuperHit,Coolie No. 1,tt10280276,134.0,Dec,4.2,74392.0
670,671,Manjhi - The Mountain Man,160000000,120000000,160000000,0,80000000,Average,Manjhi - The Mountain Man,tt3449292,120.0,Aug,8.0,20272.0
671,672,God Tussi Great Ho,200000000,120000000,170000000,30000000,210000000,Flop,God Tussi Great Ho,tt0476550,152.0,Aug,3.7,5074.0
672,673,Heroes,230000000,120000000,160000000,60000000,180000000,Flop,Heroes,tt0813715,45.0,Sep,7.5,257154.0
673,674,Hungama,180000000,120000000,170000000,10000000,60000000,Above Average,Hungama,tt0371735,153.0,Aug,7.6,17227.0
674,675,Hera Pheri,210000000,120000000,160000000,40000000,70000000,Hit,Hera Pheri,tt0242519,156.0,Mar,8.2,75076.0
675,676,Made In China,160000000,120000000,140000000,10000000,250000000,Flop,Made In China,tt8983180,128.0,Oct,6.2,5128.0
676,677,Mere Dad Ki Maruti,170000000,120000000,160000000,0,100000000,Below Average,Mere Dad Ki Maruti,tt2323964,101.0,Mar,6.4,4953.0
677,678,Kya Kehna,210000000,120000000,190000000,10000000,40000000,SuperHit,Kya Kehna,tt0250483,155.0,May,5.8,2341.0
678,679,Mohra,220000000,120000000,160000000,60000000,30000000,Blockbuster,Mohra,tt0110546,177.0,Jul,7.0,8828.0
679,680,Khalnayak,210000000,120000000,210000000,0,50000000,SuperHit,Khalnayak,tt0107311,190.0,Jun,7.1,3897.0
680,681,Bandhan,210000000,110000000,200000000,0,50000000,Hit,Bandhan,tt0273452,154.0,Oct,4.8,2229.0
681,682,Bunty Aur Babli 2,200000000,110000000,140000000,60000000,300000000,0,Bunty Aur Babli 2,tt10569922,138.0,Nov,4.1,4429.0
682,683,Paan Singh Tomar,170000000,110000000,160000000,10000000,70000000,Average,Paan Singh Tomar,tt1620933,135.0,Mar,8.2,38555.0
683,684,Yamla Pagla Deewana Phir Se,170000000,110000000,140000000,20000000,300000000,Disaster,Yamla Pagla Deewana Phir Se,tt7609114,145.0,Aug,4.4,1400.0
684,685,Fanney Khan,190000000,110000000,140000000,40000000,180000000,Flop,Fanney Khan,tt6384386,130.0,Aug,4.5,2372.0
685,686,Pyare Mohan,180000000,110000000,150000000,20000000,120000000,Flop,Pyare Mohan,tt0461323,130.0,Apr,3.4,994.0
686,687,Chup,190000000,110000000,130000000,50000000,250000000,Flop,Chup,tt15654262,135.0,Sep,7.5,25872.0
687,688,Ek Aur Ek Gyarah,190000000,110000000,160000000,30000000,80000000,Below Average,Ek Aur Ek Gyarah,tt0359213,153.0,Dec,6.4,61.0
688,689,Ab Tumhare Hawale Watan Saathiyo,190000000,110000000,150000000,30000000,200000000,Flop,Ab Tumhare Hawale Watan Saathiyo,tt0397882,193.0,Dec,4.5,1850.0
689,690,Bobby Jasoos,200000000,110000000,150000000,40000000,240000000,Flop,Bobby Jasoos,tt3359290,121.0,Jul,5.5,2456.0
690,691,Chal Mere Bhai,210000000,110000000,180000000,20000000,130000000,Flop,Chal Mere Bhai,tt0245825,136.0,May,4.7,3765.0
691,692,Beta,210000000,110000000,210000000,0,40000000,Blockbuster,Beta,tt0101437,171.0,Apr,6.2,2495.0
692,693,A Wednesday!,150000000,110000000,150000000,0,30000000,Hit,A Wednesday!,tt1280558,104.0,Sep,8.1,84399.0
693,694,Loveyatri,180000000,110000000,150000000,20000000,220000000,Flop,Loveyatri,tt9038930,3.0,Aug,4.0,130.0
694,695,Asoka,270000000,110000000,190000000,80000000,120000000,Below Average,Asoka,tt0249371,180.0,Oct,6.4,15508.0
695,696,Arjun Pandit,310000000,110000000,240000000,70000000,90000000,Average,Arjun Pandit,tt0278315,150.0,Aug,5.4,1091.0
696,697,Deewangee,170000000,110000000,150000000,10000000,90000000,Average,Deewangee,tt0337971,169.0,Oct,6.5,3046.0
697,698,Vaastav: The Reality,190000000,110000000,190000000,0,50000000,Hit,Vaastav: The Reality,tt0220832,145.0,Oct,8.0,15081.0
698,699,Chachi 420,200000000,110000000,190000000,0,40000000,Hit,Chachi 420,tt0233422,155.0,Dec,7.4,13862.0
699,700,An Action Hero,160000000,110000000,130000000,30000000,300000000,Flop,An Action Hero,tt15600222,130.0,Dec,7.0,32711.0
700,701,Poster Boys,140000000,110000000,140000000,0,180000000,Flop,Poster Boys,tt6352548,128.0,Sep,5.4,1739.0
701,702,Daag: The Fire,200000000,110000000,180000000,10000000,60000000,Hit,Daag: The Fire,tt0272062,152.0,Feb,4.8,796.0
702,703,Virasat,200000000,110000000,190000000,10000000,50000000,Hit,Virasat,tt0120456,165.0,May,7.4,2965.0
703,704,Lucknow Central,160000000,110000000,150000000,10000000,10000000,0,Lucknow Central,tt5697870,133.0,Sep,6.2,3064.0
704,705,Yes Boss,220000000,110000000,190000000,30000000,50000000,Hit,Yes Boss,tt0120540,163.0,Jul,6.7,14775.0
705,706,Hadh Kar Di Aapne,190000000,110000000,170000000,10000000,70000000,Above Average,Hadh Kar Di Aapne,tt0244528,134.0,Apr,5.3,2197.0
706,707,Vikrant Rona,1000000000,110000000,940000000,50000000,950000000,0,Vikrant Rona,tt12015102,148.0,Jul,6.9,28938.0
707,708,Sye Raa Narasimha Reddy,2460000000,110000000,2160000000,300000000,2750000000,Below Average,Sye Raa Narasimha Reddy,tt7283064,167.0,Oct,7.2,8836.0
708,709,Kurukshetra,180000000,110000000,170000000,10000000,80000000,Average,Kurukshetra,tt7968456,185.0,Aug,6.2,1667.0
709,710,Why Cheat India,140000000,100000000,130000000,10000000,250000000,Disaster,Why Cheat India,tt8108208,121.0,Jan,6.1,3026.0
710,711,Darr,210000000,100000000,190000000,10000000,30000000,Blockbuster,Darr,tt0109555,178.0,Dec,7.6,26141.0
711,712,Zameen,160000000,100000000,150000000,10000000,100000000,Below Average,Zameen,tt0382385,154.0,Sep,5.4,1722.0
712,713,Jaani Dushman: Ek Anokhi Kahani,190000000,100000000,140000000,40000000,180000000,Flop,Jaani Dushman: Ek Anokhi Kahani,tt0326983,170.0,Aug,2.7,4065.0
713,714,Jhootha Hi Sahi,160000000,100000000,140000000,20000000,350000000,Disaster,Jhootha Hi Sahi,tt1322257,142.0,Oct,6.2,2072.0
714,715,Table No. 21,170000000,100000000,140000000,30000000,80000000,Below Average,Table No. 21,tt2229842,108.0,Jan,7.2,14620.0
715,716,Guest iin London,110000000,100000000,110000000,0,280000000,Disaster,Guest iin London,tt6173826,132.0,Jul,5.4,2589.0
716,717,Jaanwar,180000000,100000000,140000000,40000000,60000000,Hit,Jaanwar,tt0230347,172.0,Dec,5.9,3074.0
717,718,Dil Se..,240000000,100000000,140000000,90000000,80000000,Hit,Dil Se..,tt0164538,163.0,Aug,7.5,32231.0
718,719,Kunwara,190000000,100000000,180000000,10000000,90000000,Below Average,Kunwara,tt0253194,134.0,Jul,5.2,1129.0
719,720,Phir Bhi Dil Hai Hindustani,240000000,100000000,170000000,70000000,130000000,Flop,Phir Bhi Dil Hai Hindustani,tt0222270,160.0,Jan,6.1,8841.0
720,721,Nayak: The Real Hero,190000000,100000000,170000000,20000000,200000000,Flop,Nayak: The Real Hero,tt0291376,187.0,Sep,7.8,18213.0
721,722,Tumko Na Bhool Paayenge,190000000,100000000,170000000,20000000,120000000,Flop,Tumko Na Bhool Paayenge,tt0310254,160.0,Feb,5.6,3415.0
722,723,Rock On 2,170000000,100000000,140000000,30000000,400000000,Disaster,Rock On 2,tt2137241,143.0,Nov,4.9,2314.0
723,724,Bichhoo,170000000,100000000,170000000,0,70000000,Above Average,Bichhoo,tt0252277,160.0,Jul,5.0,3185.0
724,725,John Wick: Chapter 4,30500000000,100000000,610000000,16350000000,9000000000,Hit,John Wick: Chapter 4,tt10366206,169.0,Mar,7.6,386853.0
725,726,Hello Brother,200000000,100000000,170000000,20000000,90000000,Below Average,Hello Brother,tt0233856,139.0,Sep,4.7,4803.0
727,728,Gangaajal,160000000,100000000,140000000,20000000,70000000,Average,Gangaajal,tt0373856,157.0,Aug,7.8,18507.0
728,729,Wajah Tum Ho,140000000,100000000,140000000,0,140000000,Flop,Wajah Tum Ho,tt5638474,136.0,Dec,4.4,1433.0
729,730,Albela,180000000,100000000,170000000,10000000,100000000,Below Average,Albela,tt0118578,145.0,Apr,3.7,856.0
732,733,1920,130000000,100000000,130000000,0,60000000,Average,1920,tt1301698,143.0,Sep,6.4,4262.0
733,734,Paltan,140000000,100000000,130000000,10000000,250000000,Flop,Paltan,tt7162758,150.0,Sep,5.2,1226.0
734,735,Revolver Rani,130000000,100000000,130000000,0,220000000,Flop,Revolver Rani,tt3290688,132.0,Apr,4.6,2012.0
735,736,Bheja Fry 2,170000000,100000000,130000000,30000000,90000000,Average,Bheja Fry 2,tt1939654,129.0,Jun,4.8,1477.0
736,737,Vikram,4140000000,100000000,2890000000,1250000000,1200000000,All Time Blockbuster,Vikram,tt9179430,175.0,Jun,8.3,79601.0
737,738,Firangi,160000000,100000000,130000000,20000000,250000000,Flop,Firangi,tt7549484,158.0,Dec,4.3,1359.0
738,739,Angrezi Medium,150000000,100000000,120000000,30000000,10000000,0,Angrezi Medium,tt8907986,145.0,Mar,7.2,18664.0
739,740,Saheb Biwi Aur Gangster,140000000,100000000,130000000,0,50000000,Hit,Saheb Biwi Aur Gangster,tt2073070,118.0,Sep,7.1,4429.0
740,741,Tumbbad,130000000,100000000,130000000,0,10000000,Flop,Tumbbad,tt8239946,108.0,Oct,8.2,68697.0
741,742,Pataakha,130000000,100000000,130000000,0,200000000,Flop,Pataakha,tt8396128,134.0,Sep,7.2,4472.0
742,743,Anari No.1,170000000,100000000,170000000,0,60000000,Hit,Anari No.1,tt0200435,169.0,Apr,5.1,726.0
743,744,Hogi Pyaar Ki Jeet,140000000,100000000,130000000,0,60000000,Hit,Hogi Pyaar Ki Jeet,tt0281913,180.0,May,4.5,607.0
744,745,Shaadi Se Pehle,150000000,100000000,130000000,20000000,100000000,Flop,Shaadi Se Pehle,tt0489560,122.0,Apr,4.3,871.0
745,746,Fida,160000000,100000000,150000000,10000000,100000000,Below Average,Fida,tt0422236,122.0,Aug,5.4,2922.0
746,747,Tera Jadoo Chal Gayaa,180000000,90000000,160000000,20000000,80000000,Average,Tera Jadoo Chal Gayaa,tt0250774,143.0,Aug,3.1,639.0
747,748,Ragini MMS,130000000,90000000,130000000,0,50000000,Above Average,Ragini MMS,tt1890513,93.0,May,5.1,2893.0
748,749,Love Sex aur Dhokha,120000000,90000000,120000000,0,40000000,Above Average,Love Sex aur Dhokha,tt1608777,155.0,Mar,7.1,6310.0
749,750,Jaan,170000000,90000000,160000000,0,40000000,SuperHit,Jaan,tt0151090,170.0,Mar,4.3,676.0
750,751,Phoonk,130000000,90000000,130000000,0,40000000,Hit,Phoonk,tt1267500,110.0,Aug,4.0,1422.0
751,752,Welcome to Sajjanpur,130000000,90000000,130000000,0,80000000,Average,Welcome to Sajjanpur,tt1221139,133.0,Sep,6.9,3372.0
752,753,Sabse Bada Khiladi,160000000,90000000,120000000,30000000,40000000,Hit,Sabse Bada Khiladi,tt0114317,162.0,Jun,5.9,4655.0
753,754,Saajan,180000000,90000000,180000000,0,40000000,SuperHit,Saajan,tt0102825,193.0,Aug,7.2,7579.0
754,755,Aap Mujhe Achche Lagne Lage,190000000,90000000,140000000,40000000,100000000,Flop,Aap Mujhe Achche Lagne Lage,tt0247911,180.0,Apr,3.1,2798.0
756,757,Aan: Men at Work,140000000,90000000,120000000,10000000,150000000,Disaster,Aan: Men at Work,tt0363409,149.0,Jun,5.8,3373.0
757,758,Aksar 2,120000000,90000000,110000000,0,90000000,Flop,Aksar 2,tt5784860,127.0,Nov,3.6,499.0
758,759,Krantiveer,140000000,90000000,140000000,0,20000000,Blockbuster,Krantiveer,tt0110280,147.0,Jul,7.4,2323.0
759,760,Sanam Teri Kasam,150000000,90000000,120000000,20000000,180000000,Flop,Sanam Teri Kasam,tt5255710,154.0,Feb,7.6,21387.0
760,761,Diljale,150000000,90000000,120000000,30000000,50000000,Hit,Diljale,tt0286593,159.0,Sep,5.8,1933.0
761,762,Ajay,160000000,90000000,160000000,0,60000000,Average,Ajay,tt0267252,146.0,Dec,4.1,263.0
762,763,Anek,90000000,90000000,100000000,10000000,10000000,Disaster,Anek,tt13919802,147.0,May,6.4,22667.0
763,764,Julie,130000000,90000000,120000000,0,50000000,Above Average,Julie,tt0049388,99.0,Oct,6.2,2260.0
764,765,Namaste England,120000000,90000000,110000000,0,500000000,Disaster,Namaste England,tt7607940,141.0,Oct,2.1,3017.0
766,767,Pal Pal Dil Ke Paas,120000000,90000000,100000000,20000000,300000000,Disaster,Pal Pal Dil Ke Paas,tt6978954,154.0,Sep,4.5,1329.0
767,768,Drona,180000000,80000000,130000000,40000000,350000000,Disaster,Drona,tt11178862,157.0,Mar,6.9,59.0
768,769,Haan Maine Bhi Pyaar Kiya,190000000,80000000,120000000,70000000,110000000,Flop,Haan Maine Bhi Pyaar Kiya,tt0308347,174.0,Feb,3.6,1504.0
769,770,Bhai,140000000,80000000,130000000,10000000,50000000,Hit,Bhai,tt0135161,147.0,Oct,5.3,516.0
770,771,International Khiladi,160000000,80000000,110000000,40000000,70000000,Average,International Khiladi,tt0196635,175.0,Mar,4.8,2450.0
771,772,HIT – The First Case,80000000,80000000,100000000,10000000,10000000,0,HIT – The First Case,tt13130760,132.0,Jul,6.8,16943.0
772,773,Dil Kya Kare,180000000,80000000,140000000,40000000,90000000,Flop,Dil Kya Kare,tt0216707,158.0,Sep,5.1,1335.0
773,774,Banjo,130000000,80000000,110000000,10000000,200000000,Flop,Banjo,tt5755606,137.0,Sep,5.0,1242.0
774,775,Bheja Fry,110000000,80000000,110000000,0,10000000,Hit,Bheja Fry,tt1014672,95.0,Apr,7.6,12357.0
775,776,Tujhe Meri Kasam,120000000,80000000,120000000,0,30000000,Above Average,Tujhe Meri Kasam,tt0348258,155.0,Jan,6.2,512.0
776,777,Arjun Patiala,120000000,80000000,100000000,20000000,250000000,Disaster,Arjun Patiala,tt7881524,107.0,Jul,4.3,1646.0
777,778,Guddu Rangeela,130000000,80000000,110000000,10000000,150000000,Disaster,Guddu Rangeela,tt4684028,124.0,Jul,5.3,973.0
778,779,Dosti: Friends Forever,220000000,80000000,110000000,100000000,150000000,Flop,Dosti: Friends Forever,tt0449228,136.0,Dec,5.3,2758.0
779,780,Luv Shuv Tey Chicken Khurana,120000000,80000000,110000000,10000000,110000000,Flop,Luv Shuv Tey Chicken Khurana,tt2186933,140.0,Nov,6.6,4074.0
780,781,Ghayal,200000000,80000000,160000000,40000000,20000000,Blockbuster,Ghayal,tt0099652,163.0,Jun,7.7,5271.0
781,782,Saudagar,150000000,80000000,150000000,0,50000000,Hit,Saudagar,tt0102844,213.0,Aug,6.7,1656.0
782,783,Godfather,1070000000,80000000,870000000,200000000,1000000000,Flop,Godfather,tt13130308,157.0,Oct,5.1,7912.0
784,785,Trimurti,140000000,80000000,130000000,10000000,100000000,Flop,Trimurti,tt0114726,187.0,Dec,4.8,3050.0
785,786,Khoobsurat,150000000,80000000,140000000,0,60000000,Above Average,Khoobsurat,tt3554418,130.0,Sep,6.4,9288.0
785,786,Khoobsurat,150000000,80000000,140000000,0,60000000,Above Average,Khoobsurat,tt3554418,130.0,Sep,6.4,9288.0
786,787,Aksar,110000000,80000000,110000000,0,40000000,Above Average,Aksar,tt0476729,135.0,Feb,5.0,1431.0
787,788,Dhaai Akshar Prem Ke,160000000,80000000,120000000,30000000,80000000,Flop,Dhaai Akshar Prem Ke,tt0255112,167.0,Sep,3.5,1502.0
788,789,Shikara,110000000,80000000,100000000,10000000,250000000,Flop,Shikara,tt10930586,118.0,Feb,3.4,15452.0
790,791,Sita Ramam,940000000,80000000,770000000,170000000,250000000,Blockbuster,Sita Ramam,tt20850406,163.0,Aug,8.5,72333.0
791,792,B.A. Pass,110000000,80000000,110000000,0,60000000,Average,B.A. Pass,tt2408040,95.0,Aug,6.4,4339.0
792,793,Mere Yaar Ki Shaadi Hai,150000000,80000000,120000000,20000000,50000000,Above Average,Mere Yaar Ki Shaadi Hai,tt0322653,158.0,Jun,5.5,2519.0
793,794,Welcome 2 Karachi,130000000,80000000,110000000,20000000,250000000,Disaster,Welcome 2 Karachi,tt4023852,131.0,May,4.3,1396.0
794,795,Daddy,110000000,80000000,110000000,0,10000000,0,Daddy,tt6926486,134.0,Sep,6.4,2202.0
795,796,Mard,160000000,80000000,160000000,0,10000000,Blockbuster,Mard,tt0089552,177.0,Nov,6.2,2144.0
796,797,Raja Babu,150000000,80000000,150000000,0,20000000,SuperHit,Raja Babu,tt0110942,161.0,Jan,6.4,3239.0
798,799,Jism,120000000,70000000,120000000,0,30000000,Hit,Jism,tt0348843,136.0,Jan,5.3,2387.0
799,800,Varisu,2970000000,70000000,2080000000,890000000,2000000000,SuperHit,Varisu,tt11998558,169.0,Jan,5.9,40315.0
800,801,Tango Charlie,120000000,70000000,110000000,10000000,140000000,Flop,Tango Charlie,tt0444913,142.0,Mar,6.1,2345.0
801,802,Main Khiladi Tu Anari,130000000,70000000,100000000,30000000,30000000,Hit,Main Khiladi Tu Anari,tt0110438,175.0,Sep,6.5,6558.0
802,803,Talaash: The Hunt Begins...,140000000,70000000,100000000,40000000,90000000,Flop,Talaash: The Hunt Begins...,tt0338477,153.0,Jan,4.3,1613.0
803,804,Ram Gopal Varma Ki Aag,130000000,70000000,110000000,20000000,200000000,Disaster,Ram Gopal Varma Ki Aag,tt0473310,171.0,Aug,1.4,7144.0
804,805,Kyo Kii Main Jhuth Nahin Bolta,130000000,70000000,120000000,0,80000000,Below Average,Kyo Kii Main Jhuth Nahin Bolta,tt0297241,131.0,Sep,5.4,2670.0
805,806,Eternals,13000000000,70000000,320000000,6700000000,15000000000,0,Eternals,tt9032400,156.0,Nov,6.2,410197.0
806,807,Gumraah,90000000,70000000,80000000,0,250000000,Flop,Gumraah,tt11905536,130.0,Apr,6.5,6844.0
807,808,Ishq Vishk,100000000,70000000,100000000,0,50000000,Hit,Ishq Vishk,tt0362771,134.0,May,6.1,4664.0
808,809,Yeh Raaste Hain Pyaar Ke,140000000,70000000,120000000,20000000,80000000,Below Average,Yeh Raaste Hain Pyaar Ke,tt0292740,149.0,Aug,4.0,834.0
810,811,Tere Mere Sapne,130000000,70000000,130000000,0,30000000,Hit,Tere Mere Sapne,tt0117878,146.0,Dec,6.2,548.0
811,812,Dus Kahaniyaan,120000000,70000000,100000000,20000000,200000000,Disaster,Dus Kahaniyaan,tt0823451,110.0,Dec,5.7,1723.0
812,813,Kaalakaandi,0,70000000,0,0,250000000,Flop,Kaalakaandi,tt6102396,112.0,Jan,6.2,3360.0
813,814,One Two Three,0,70000000,0,0,10000000,0,One Two Three,tt0055256,104.0,Dec,7.8,23993.0
814,815,Kya Yehi Pyaar Hai,120000000,70000000,110000000,0,50000000,Average,Kya Yehi Pyaar Hai,tt0312883,145.0,Apr,4.2,543.0
815,816,777 Charlie,1020000000,70000000,960000000,50000000,150000000,Blockbuster,777 Charlie,tt7466810,164.0,Jun,8.7,44002.0
816,817,Joru Ka Ghulam,120000000,70000000,110000000,0,50000000,Average,Joru Ka Ghulam,tt0250452,169.0,Jun,5.1,1322.0
817,818,Jis Desh Mein Ganga Rehta Hain,120000000,70000000,120000000,0,70000000,Below Average,Jis Desh Mein Ganga Rehta Hain,tt0263491,141.0,Oct,4.9,1413.0
818,819,Road,120000000,70000000,110000000,0,50000000,Average,Road,tt1392190,120.0,May,8.1,1174439.0
819,820,IB 71,90000000,70000000,80000000,10000000,10000000,0,IB 71,tt15073166,117.0,May,7.1,11208.0
820,821,Bank Chor,100000000,70000000,100000000,0,150000000,Flop,Bank Chor,tt3611266,120.0,Jun,5.9,3185.0
821,822,The Legend of Bhagat Singh,110000000,70000000,100000000,0,180000000,Disaster,The Legend of Bhagat Singh,tt0319736,155.0,Jun,8.1,17518.0
822,823,Baazigar,130000000,70000000,130000000,0,20000000,SuperHit,Baazigar,tt0106333,175.0,Nov,7.6,30511.0
824,825,Zeher,100000000,70000000,90000000,0,50000000,Average,Zeher,tt0451983,132.0,Mar,5.6,2333.0
825,826,Deewana,130000000,70000000,130000000,0,40000000,Hit,Deewana,tt0126871,185.0,Jun,6.7,7630.0
826,827,Amar Akbar Anthony,0,70000000,0,0,10000000,Blockbuster,Amar Akbar Anthony,tt0075669,184.0,May,7.4,8642.0
827,828,Godzilla vs. Kong,25000000000,70000000,550000000,19000000000,13000000000,Hit,Godzilla vs. Kong,tt5034838,113.0,Mar,6.3,258054.0
828,829,Shang-Chi and the Legend of the Ten Rings,9300000000,70000000,120000000,4100000000,11500000000,0,Shang-Chi and the Legend of the Ten Rings,tt9376612,132.0,Sep,7.3,465502.0
829,830,Aap Ki Khatir,140000000,70000000,110000000,30000000,150000000,Flop,Aap Ki Khatir,tt0810058,122.0,Aug,3.9,1005.0
831,832,Jaal: The Trap,110000000,70000000,100000000,0,100000000,Flop,Jaal: The Trap,tt0340178,142.0,Jul,4.4,626.0
832,833,Dil,170000000,70000000,120000000,50000000,20000000,Blockbuster,Dil,tt0099429,172.0,Jun,6.6,5805.0
833,834,Knock Out,100000000,60000000,90000000,0,250000000,Disaster,Knock Out,tt1558578,117.0,Oct,6.1,2401.0
834,835,Laadla,120000000,60000000,120000000,0,30000000,Hit,Laadla,tt0187227,169.0,Mar,5.9,1470.0
835,836,Kalyug,90000000,60000000,90000000,0,40000000,Above Average,Kalyug,tt0499041,126.0,Dec,6.5,3109.0
836,837,Chocolate,100000000,60000000,90000000,0,90000000,Flop,Chocolate,tt1183252,110.0,Feb,6.9,19020.0
837,838,Akele Hum Akele Tum,120000000,60000000,110000000,0,40000000,Below Average,Akele Hum Akele Tum,tt0112313,160.0,Nov,6.9,5730.0
838,839,Suhaag,120000000,60000000,110000000,0,30000000,Hit,Suhaag,tt0111308,145.0,Oct,5.8,2120.0
839,840,Khamoshi: The Musical,140000000,60000000,110000000,20000000,60000000,Flop,Khamoshi: The Musical,tt0116763,160.0,Aug,7.5,4744.0
840,841,Venom: Let There Be Carnage,14600000000,60000000,30000000,3400000000,8200000000,0,Venom: Let There Be Carnage,tt7097896,97.0,Oct,5.9,291093.0
841,842,Goodbye,100000000,60000000,80000000,20000000,250000000,Flop,Goodbye,tt14438964,130.0,Oct,6.7,10252.0
842,843,Prassthanam,100000000,60000000,80000000,20000000,400000000,Disaster,Prassthanam,tt8706884,141.0,Sep,5.8,1693.0
843,844,Sapoot,120000000,60000000,100000000,20000000,50000000,Average,Sapoot,tt0135641,158.0,Nov,5.2,1229.0
844,845,Jeena Sirf Merre Liye,120000000,60000000,100000000,10000000,80000000,Flop,Jeena Sirf Merre Liye,tt0337652,137.0,Nov,3.9,874.0
845,846,Deewane,120000000,60000000,100000000,10000000,80000000,Flop,Deewane,tt0255097,164.0,Aug,4.6,659.0
846,847,Armaan,130000000,60000000,90000000,40000000,80000000,Flop,Armaan,tt0331851,158.0,May,5.3,1221.0
848,849,Sonchiriya,80000000,60000000,70000000,0,300000000,Disaster,Sonchiriya,tt8108200,143.0,Mar,7.9,13166.0
849,850,Kahin Pyaar Na Ho Jaaye,130000000,60000000,110000000,20000000,80000000,Flop,Kahin Pyaar Na Ho Jaaye,tt0268401,159.0,Nov,4.4,2496.0
850,851,Sooryavansham,120000000,60000000,110000000,10000000,70000000,Flop,Sooryavansham,tt0214178,168.0,May,6.3,4068.0
852,853,Daraar,100000000,60000000,100000000,0,50000000,Below Average,Daraar,tt0116024,105.0,Jul,5.3,616.0
853,854,Army,110000000,60000000,100000000,0,40000000,Average,Army,tt0115568,153.0,Jun,4.4,1962.0
854,855,Vijaypath,110000000,60000000,80000000,20000000,20000000,SuperHit,Vijaypath,tt0111625,163.0,Aug,5.0,809.0
855,856,Blank,80000000,60000000,70000000,10000000,300000000,Disaster,Blank,tt31961473,,May,8.3,2558.0
856,857,Chef,100000000,60000000,80000000,10000000,130000000,Disaster,Chef,tt2883512,114.0,May,7.3,239265.0
857,858,Calendar Girls,80000000,60000000,80000000,0,120000000,Flop,Calendar Girls,tt0337909,108.0,Jan,6.9,28384.0
858,859,Dilwale,120000000,60000000,80000000,30000000,20000000,SuperHit,Dilwale,tt4535650,158.0,Dec,5.1,39547.0
858,859,Dilwale,120000000,60000000,80000000,30000000,20000000,SuperHit,Dilwale,tt4535650,158.0,Dec,5.1,39547.0
859,860,Maharaja,100000000,60000000,90000000,0,50000000,Average,Maharaja,tt26548265,141.0,Jun,8.4,59983.0
860,861,Tezaab,160000000,60000000,110000000,50000000,10000000,Blockbuster,Tezaab,tt0096252,173.0,Nov,6.9,2606.0
861,862,Haqeeqat,100000000,60000000,100000000,0,40000000,Average,Haqeeqat,tt0154565,184.0,,7.9,542.0
863,864,Phool Aur Kaante,110000000,60000000,110000000,0,20000000,SuperHit,Phool Aur Kaante,tt0254683,173.0,Nov,6.0,1668.0
864,865,Sadak,100000000,60000000,100000000,0,30000000,SuperHit,Sadak,tt0156985,134.0,Dec,6.4,2900.0
865,866,Yeh Dil Aashiqanaa,90000000,60000000,90000000,0,40000000,Average,Yeh Dil Aashiqanaa,tt0307682,152.0,Jan,4.4,359.0
866,867,Pyaar Impossible!,90000000,60000000,80000000,0,120000000,Flop,Pyaar Impossible!,tt1351224,140.0,Jan,4.9,3481.0
867,868,Top Gun: Maverick,122500000000,50000000,510000000,121990000000,13000000000,Hit,Top Gun: Maverick,tt1745960,130.0,May,8.2,790467.0
868,869,Genius,70000000,50000000,70000000,0,300000000,Disaster,Genius,tt1703957,104.0,Jun,6.5,22140.0
869,870,Sangharsh,100000000,50000000,70000000,20000000,40000000,Average,Sangharsh,tt0111068,127.0,Sep,6.7,5856.0
870,871,Jung,100000000,50000000,90000000,10000000,40000000,Above Average,Jung,tt0289725,147.0,May,4.3,442.0
